PROFUNDIDAD,XLINES,ILINES
1864.117101386009,4.662084555229711,2113
1902.8053039397578,15.48350439882698,2113
1956.0015824511624,23.807673509286403,2113
1994.6897850049113,28.802174975562068,2113
2057.5581141547527,35.46151026392961,2113
2105.918367346939,42.95326246334311,2113
2168.7866964967807,52.94226539589441,2113
2197.8028484120923,58.76918377321603,2113
2217.1469496889667,65.42851906158357,2113
2212.310924369748,75.41752199413487,2113
2207.4748990505295,83.74169110459432,2113
2212.310924369748,91.23344330400782,2113
2212.310924369748,101.22244623655912,2113
2212.310924369748,118.70320136852392,2113
2217.1469496889667,133.68670576735093,2113
2226.819000327404,147.83779325513194,2113
2236.4910509658407,172.8103005865102,2113
2236.4910509658407,183.63172043010746,2113
2246.163101604278,190.29105571847504,2113
2275.1792535195896,197.78280791788853,2113
2284.851304158027,203.60972629521012,2113
2275.1792535195896,216.9283968719452,2113
2280.015278838808,224.4201490713587,2113
2294.523354796464,231.07948435972622,2113
2313.8674560733384,236.90640273704787,2113
2342.88360798865,245.2305718475073,2113
2357.391683946306,252.7223240469208,2113
2376.7357852231803,261.87891006842614,2113
2405.751937138492,264.37616080156397,2113
2425.0960384153664,269.37066226783963,2113
2420.2600130961478,273.5327468230694,2113
2420.2600130961478,284.35416666666663,2113
2415.423987776929,290.1810850439882,2113
2405.751937138492,299.33767106549357,2113
2386.4078358616175,309.3266739980449,2113
2371.8997599039617,315.98600928641247,2113
2362.2277092655245,323.47776148582597,2113
2362.2277092655245,331.8019305962854,2113
2367.063734584743,339.2936827956989,2113
2367.063734584743,344.2881842619745,2113
2371.8997599039617,350.11510263929614,2113
2371.8997599039617,355.94202101661773,2113
2371.8997599039617,365.93102394916906,2113
2362.2277092655245,370.09310850439874,2113
2352.5556586270873,372.5903592375366,2113
2347.7196333078687,376.7524437927663,2113
2357.391683946306,380.914528347996,2113
2352.5556586270873,387.57386363636357,2113
2342.88360798865,392.56836510263923,2113
2338.0475826694314,401.7249511241446,2113
2338.0475826694314,410.04912023460406,2113
2323.5395067117756,422.53537390029317,2113
2309.03143075412,425.865041544477,2113
2294.523354796464,431.69195992179857,2113
2289.6873294772454,440.848545943304,2113
2289.6873294772454,450.00513196480927,2113
2313.8674560733384,457.4968841642228,2113
2318.703481392557,465.8210532746822,2113
2352.5556586270873,476.64247311827944,2113
2381.571810542399,484.134225317693,2113
2405.751937138492,489.12872678396866,2113
2434.7680890538036,496.6204789833821,2113
2463.7842409691148,501.61498044965776,2113
2497.636418203645,505.7770650048875,2113
2531.4885954381753,510.77156647116317,2113
2579.8488486303613,520.7605694037145,2113
2608.865000545673,527.419904692082,2113
2642.717177780203,537.4089076246333,2113
1844.7730001091345,5.494501466275665,2163
1864.117101386009,10.489002932551315,2163
1888.297227982102,17.980755131964813,2163
1907.6413292589764,28.802174975562068,2163
1917.3133798974136,39.62359481915932,2163
1941.4935064935066,47.11534701857282,2163
1989.8537596856927,55.43951612903224,2163
2023.7059369202225,60.43401759530791,2163
2052.722088835534,66.26093597262953,2163
2067.23016479319,71.25543743890516,2163
2076.902215431627,76.24993890518083,2163
2081.7382407508458,81.24444037145649,2163
2110.7543926661574,91.23344330400782,2163
2120.4264433045946,94.56311094819158,2163
2134.9345192622504,100.39002932551317,2163
2134.9345192622504,104.55211388074291,2163
2139.770544581469,109.54661534701854,2163
2154.278620539125,114.54111681329421,2163
2178.458747135218,120.36803519061583,2163
2188.130797773655,123.69770283479959,2163
2197.8028484120923,131.1894550342131,2163
2207.4748990505295,137.8487903225806,2163
2207.4748990505295,143.6757086999022,2163
2202.638873731311,153.66471163245353,2163
2202.638873731311,170.31304985337238,2163
2173.6227218159993,179.46963587487778,2163
2163.950671177562,185.29655425219937,2163
2144.6065699006876,194.45314027370472,2163
2105.918367346939,205.27456011730203,2163
2091.410291389283,218.59323069403712,2163
2101.08234202772,226.08498289345061,2163
2105.918367346939,232.74431818181813,2163
2168.7866964967807,244.3981549364613,2163
2202.638873731311,248.56023949169105,2163
2299.3593801156826,263.54374389051804,2163
2323.5395067117756,284.35416666666663,2163
2318.703481392557,301.0025048875855,2163
2304.195405434901,307.66184017595305,2163
2289.6873294772454,314.32117546432056,2163
2289.6873294772454,328.4722629521016,2163
2299.3593801156826,340.95851661779074,2163
2318.703481392557,349.28268572825016,2163
2347.7196333078687,359.2716886608015,2163
2357.391683946306,369.2606915933528,2163
2357.391683946306,385.07661290322574,2163
2328.3755320309942,387.57386363636357,2163
2309.03143075412,392.56836510263923,2163
2294.523354796464,397.5628665689149,2163
2289.6873294772454,399.22770039100675,2163
2280.015278838808,408.3842864125121,2163
2280.015278838808,416.7084555229716,2163
2284.851304158027,421.70295698924724,2163
2299.3593801156826,435.8540444770283,2163
2333.211557350213,440.848545943304,2163
2347.7196333078687,444.1782135874877,2163
2400.9159118192733,454.167216520039,2163
2434.7680890538036,461.65896871945256,2163
2463.7842409691148,474.14522238514166,2163
2483.128342245989,482.46939149560103,2163
2492.8003928844264,491.62597751710643,2163
2497.636418203645,511.6039833822091,2163
2497.636418203645,524.0902370478982,2163
2492.8003928844264,534.0792399804495,2163
1888.297227982102,3.829667644183772,2213
1893.1332533013206,8.824169110459437,2213
1897.9692786205392,13.818670576735087,2213
1907.6413292589764,20.478005865102645,2213
1922.1494052166322,27.13734115347019,2213
1922.1494052166322,30.467008797653946,2213
1941.4935064935066,35.46151026392961,2213
1970.5096584088183,38.7911779081134,2213
1985.017734366474,40.456011730205276,2213
2004.3618356433485,45.45051319648094,2213
