PROFUNDIDAD,XLINES,ILINES
2144.6065699006876,1.3324169110459394,2113
2183.2947724544365,5.494501466275665,2113
2231.655025646622,10.489002932551315,2113
2265.5072028811524,16.31592130987292,2113
2299.3593801156826,22.142839687194524,2113
2338.0475826694314,27.969758064516114,2113
2367.063734584743,34.62909335288366,2113
2405.751937138492,43.785679374389034,2113
2434.7680890538036,47.94776392961877,2113
2449.2761650114594,57.10434995112415,2113
2463.7842409691148,63.76368523949169,2113
2463.7842409691148,72.08785434995112,2113
2468.6202662883334,82.90927419354837,2113
2473.456291607552,89.56860948191591,2113
2478.2923169267706,100.39002932551317,2113
2478.2923169267706,107.88178152492667,2113
2478.2923169267706,114.54111681329421,2113
2478.2923169267706,122.0328690127077,2113
2473.456291607552,128.69220430107526,2113
2473.456291607552,136.18395650048876,2113
2483.128342245989,138.6812072336266,2113
2473.456291607552,146.17295943304003,2113
2468.6202662883334,152.8322947214076,2113
2478.2923169267706,158.6592130987292,2113
2497.636418203645,165.3185483870967,2113
2507.308468842082,171.97788367546428,2113
2502.4724435228636,179.46963587487778,2113
2502.4724435228636,182.79930351906154,2113
2541.1606460766125,191.95588954056694,2113
2545.996671395831,199.44764173998038,2113
2541.1606460766125,201.94489247311822,2113
2545.996671395831,207.77181085043986,2113
2545.996671395831,214.43114613880738,2113
2541.1606460766125,224.4201490713587,2113
2555.6687220342683,231.07948435972622,2113
2570.176797991924,239.4036534701857,2113
2575.0128233111427,244.3981549364613,2113
2618.53705118411,251.8899071358748,2113
2633.045127141766,258.5492424242424,2113
2647.553203099422,263.54374389051804,2113
2657.225253737859,271.03549608993154,2113
2671.733329695515,278.527248289345,2113
2666.8973043762962,288.5162512218963,2113
2652.3892284186404,293.510752688172,2113
2647.553203099422,301.0025048875855,2113
2633.045127141766,307.66184017595305,2113
2623.373076503329,311.82392473118273,2113
2618.53705118411,321.81292766373406,2113
2623.373076503329,334.2991813294232,2113
2623.373076503329,342.62335043988264,2113
2613.7010258648916,352.612353372434,2113
2608.865000545673,362.60135630498525,2113
2594.356924588017,371.75794232649065,2113
2589.5208992687985,380.914528347996,2113
2579.8488486303613,388.4062805474095,2113
2565.3407726727055,397.5628665689149,2113
2555.6687220342683,408.3842864125121,2113
2550.8326967150497,419.20570625610935,2113
2541.1606460766125,424.200207722385,2113
2526.6525701189566,435.02162756598227,2113
2516.9805194805194,439.183712121212,2113
2507.308468842082,450.00513196480927,2113
2507.308468842082,459.9941348973606,2113
2526.6525701189566,468.3183040078201,2113
2555.6687220342683,474.14522238514166,2113
2579.8488486303613,479.97214076246325,2113
2608.865000545673,485.79905913978484,2113
2633.045127141766,490.7935606060605,2113
2734.6016588453563,509.1067326490713,2113
2758.7817854414493,514.9336510263929,2113
2807.1420386336354,526.5874877810361,2113
2840.9942158681656,534.0792399804495,2113
2870.010367783477,539.0737414467252,2113
2120.4264433045946,3.829667644183772,2163
2139.770544581469,5.494501466275665,2163
2159.1146458583435,7.991752199413483,2163
2192.9668230928737,12.986253665689148,2163
2173.6227218159993,22.975256598240478,2163
2197.8028484120923,24.640090420332356,2163
2212.310924369748,28.802174975562068,2163
2304.195405434901,42.120845552297155,2163
2313.8674560733384,47.94776392961877,2163
2333.211557350213,52.94226539589441,2163
2342.88360798865,57.936766862170074,2163
2342.88360798865,62.93126832844574,2163
