PROFUNDIDAD,XLINES,ILINES
2142.13302876664,5.419956668271553,2113
2214.2190846731555,12.799891670678875,2113
2281.4994035192362,20.179826673086197,2113
2329.55677412358,25.919776119402982,2113
2353.5854594257517,30.019740009629274,2113
2358.391196486186,35.75968945594609,2113
2392.0313559092265,41.49963890226287,2113
2420.8657782718324,46.41959557053444,2113
2454.505937694873,56.25950890707752,2113
2468.9231488761757,73.47935724602793,2113
2473.7288859366104,92.33919114106884,2113
2478.5346229970446,106.27906836783824,2113
2473.7288859366104,120.2189455946076,2113
2473.7288859366104,130.05885893115067,2113
2483.340360057479,137.43879393355803,2113
2473.7288859366104,143.99873615792006,2113
2473.7288859366104,149.73868560423688,2113
2483.340360057479,154.65864227250842,2113
2497.757571238782,165.31854838709677,2113
2507.3690453596505,175.15846172363985,2113
2492.951834178348,184.99837506018292,2113
2550.6206789035596,189.09833895040924,2113
2550.6206789035596,198.93825228695232,2113
2536.203467722257,204.67820173326913,2113
2555.4264159639943,208.7781656234954,2113
2541.009204782691,217.79808618199326,2113
2550.6206789035596,226.81800674049106,2113
2565.0378900848627,237.4779128550794,2113
2579.455101266166,247.3178261916225,2113
2632.3182089309435,255.51775397207507,2113
2646.7354201122466,261.2577034183919,2113
2646.7354201122466,267.8176456427539,2113
2665.958368353984,274.377587867116,2113
2665.958368353984,285.03749398170436,2113
2651.541157172681,293.23742176215694,2113
2637.123945991378,307.1772989889263,2113
2617.9009977496407,317.01721232546936,2113
2613.0952606892065,326.8571256620125,2113
2617.9009977496407,335.0570534424651,2113
2627.512471870509,342.4369884448724,2113
2617.9009977496407,351.4569090033702,2113
2598.6780495079033,367.0367717862301,2113
2579.455101266166,382.61663456908997,2113
2565.0378900848627,402.2964612421762,2113
2545.8149418431253,416.2363384689455,2113
2531.3977306618226,428.5362301396244,2113
2507.3690453596505,441.6561145883485,2113
2507.3690453596505,451.49602792489156,2113
2507.3690453596505,457.2359773712084,2113
2516.9805194805194,463.79591959557047,2113
2550.6206789035596,471.9958473760231,2113
2565.0378900848627,480.19577515647563,2113
2613.0952606892065,487.575710158883,2113
2656.3468942331156,495.7756379393355,2113
2699.5985277770246,501.51558738565234,2113
2733.2386872000648,507.25553683196915,2113
2766.8788466231053,513.8154790563312,2113
2795.7132689857117,517.9154429465575,2113
2834.1591654691865,524.4753851709195,2113
2877.410799013095,535.9552840635531,2113
2901.439484315267,540.8752407318246,2113
2098.881395222731,2.1399855560905223,2163
2137.327291706206,6.239949446316814,2163
2175.7731881896807,11.979898892633614,2163
2170.9674511292465,20.999819451131444,2163
2180.578925250115,25.919776119402982,2163
2194.996136431418,30.83973278767452,2163
2300.7223517609737,45.599602792489165,2163
2315.139562942277,51.33955223880598,2163
2324.7510370631453,58.71948724121329,2163
2334.3625111840142,65.27942946557535,2163
2329.55677412358,71.83937168993741,2163
2339.1682482444485,75.9393355801637,2163
2353.5854594257517,83.31927058257101,2163
2363.19693354662,89.87921280693307,2163
2372.808407667489,97.2591478093404,2163
2392.0313559092265,101.35911169956667,2163
2401.642830030095,105.45907558979296,2163
